query,clicks,impressions,ctr,position
"l makeup institute texas",0,1,0.00,21.0
"l&l beauty salon",0,1,0.00,7.0
"la vida aesthetics institute",0,1,0.00,7.0
"lailas",0,1,0.00,8.0
"lailas studio",0,1,0.00,10.0
"lakeland beauty school",0,1,0.00,11.0
"lala blush llc",0,1,0.00,6.0
"lamar cosmetology school",0,1,0.00,10.0
"laser hair removal school san antonio",0,1,0.00,50.0
"lash academy",0,1,0.00,6.0
"lash habit",0,1,0.00,20.0
"lash rx dallas",0,1,0.00,16.0
"lash tech school near me",0,1,0.00,10.0
"lashing out ink",0,1,0.00,7.0
"layla's beauty",0,1,0.00,9.0
"lcc cosmetology",0,1,0.00,10.0
"lettys college",0,1,0.00,7.0
"lewisville beauty school",0,1,0.00,36.0
"licencia de manicurista en texas",0,1,0.00,53.0
"lone star college cosmetology",0,1,0.00,12.0
"lopez barber shop",0,1,0.00,5.0
"lubbock barber college",0,1,0.00,22.0
"made man barber",0,1,0.00,1.0
"mademan barbershop",0,1,0.00,1.0
"mademen galleria",0,1,0.00,1.0
"madison barber",0,1,0.00,8.0
"madison barber school",0,1,0.00,11.0
"magic barbershop",0,1,0.00,7.0
"magic hands barber shop",0,1,0.00,9.0
"makeup hours",0,1,0.00,70.0
"makeup school dallas",0,1,0.00,90.0
"makeup school henderson",0,1,0.00,7.0
"makeup school keller",0,1,0.00,7.0
"makeup school plano",0,1,0.00,18.0
"malon dominican barber",0,1,0.00,6.0
"man cave cutz barbershop",0,1,0.00,8.0
"manicuring licensure",0,1,0.00,65.0
"manicurist school amarillo tx",0,1,0.00,18.0
"mankind barber",0,1,0.00,13.0
"mankind barbers reviews",0,1,0.00,4.0
"mankind barbershop",0,1,0.00,9.0
"maroon summer nails",0,1,0.00,6.0
"massage establishment license texas",0,1,0.00,37.0
"master academy barber school",0,1,0.00,9.0
"masterdallas",0,1,0.00,8.0
"mcc beauty school",0,1,0.00,11.0
"mei barber",0,1,0.00,9.0
"melluzi academy austin",0,1,0.00,19.0
"mens hair cut near me",0,1,0.00,1.0
"meraki esthetics institute",0,1,0.00,54.0
"mesa barber school",0,1,0.00,6.0
"michael saldana",0,1,0.00,19.0
"michael saldana salon",0,1,0.00,29.0
"microblading in sugar land",0,1,0.00,46.0
"midland cosmetology school",0,1,0.00,11.0
"milan barber school",0,1,0.00,8.0
"milan beauty school",0,1,0.00,8.0
"milan cosmetology school",0,1,0.00,11.0
"milan cosmetology school san antonio",0,1,0.00,11.0
"milan george dieter",0,1,0.00,8.0
"milan houston",0,1,0.00,19.0
"milan institure",0,1,0.00,7.0
"milan institute - houston",0,1,0.00,8.0
"milan institute - houston photos",0,1,0.00,18.0
"milan institute el paso",0,1,0.00,19.0
"milan institute el paso tx",0,1,0.00,15.0
"milan institute of cosmetology",0,1,0.00,17.0
"milan school of beauty",0,1,0.00,10.0
"milan south",0,1,0.00,10.0
"mini establishment license tdlr",0,1,0.00,11.0
"mini salon license",0,1,0.00,30.0
"mini salon license texas",0,1,0.00,30.0
"mini salon license texas online application",0,1,0.00,14.0
"mireyas salon",0,1,0.00,6.0
"mission barber college",0,1,0.00,8.0
"missouri city",0,1,0.00,8.0
"mj academy",0,1,0.00,1.0
"mo city beauty college",0,1,0.00,7.0
"mobile barber near me",0,1,0.00,1.0
"modern academy",0,1,0.00,64.0
"modern barber & beauty institute",0,1,0.00,21.0
"modern image barber",0,1,0.00,50.0
"modern image institute barber & stylist",0,1,0.00,22.0
"moebettercuts",0,1,0.00,9.0
"montgomery beauty school",0,1,0.00,11.0
"most high barber college san antonio reviews",0,1,0.00,5.0
"mulan school",0,1,0.00,12.0
"mustache cut barber shop",0,1,0.00,10.0
"mystros",0,1,0.00,11.0
"mystros barber academy",0,1,0.00,1.0
"nail academy",0,1,0.00,1.0
"nail classes near me",0,1,0.00,12.0
"nail course",0,1,0.00,1.0
"nail courses near me",0,1,0.00,6.0
"nail programs near me",0,1,0.00,1.0
"nail salon donna tx",0,1,0.00,1.0
"nail schools",0,1,0.00,1.0
"nail supply store near me",0,1,0.00,21.0
"nail tech programs near me",0,1,0.00,1.0
"nail tech school corpus christi",0,1,0.00,16.0
"nail tech school houston",0,1,0.00,5.0
"nail tech training near me",0,1,0.00,1.0
"nail technician school",0,1,0.00,1.0
"nail technology school near me",0,1,0.00,1.0
"natural beauty academy",0,1,0.00,84.0
"navarro college cosmetology",0,1,0.00,13.0
"navarro cosmetology",0,1,0.00,6.0
"new braunfels beauty school",0,1,0.00,11.0
"next generation barber school",0,1,0.00,8.0
"next up barber",0,1,0.00,11.0
"ngs academy",0,1,0.00,5.0
"night classes",0,1,0.00,2.0
"nu era barbershop",0,1,0.00,10.0
"nu generation academy",0,1,0.00,8.0
"odessa college cosmetology",0,1,0.00,8.0
"og barber school",0,1,0.00,10.0
"ogle beauty school denton",0,1,0.00,20.0
"ogle beauty school willowbrook",0,1,0.00,10.0
"ogle cosmetology school",0,1,0.00,12.0
"ogle denton tx",0,1,0.00,16.0
"ogle hair prices",0,1,0.00,24.0
"ogle hair salon",0,1,0.00,22.0
"ogle hurst",0,1,0.00,24.0
"ogle school",0,1,0.00,15.0
"ogle school - beauty and cosmetology (central dallas) photos",0,1,0.00,11.0
"ogle school - beauty and cosmetology (san antonio) photos",0,1,0.00,9.0
"ogle school denton",0,1,0.00,16.0
"ogle school of cosmetology",0,1,0.00,9.0
"ogle school of hair skin and nails",0,1,0.00,18.0
"ogle school preston",0,1,0.00,11.0
"ogle school san antonio reviews",0,1,0.00,17.0
"ogle school stafford photos",0,1,0.00,11.0
"olga beauty school fort worth",0,1,0.00,9.0
"olge beauty school",0,1,0.00,10.0
"olynx academy",0,1,0.00,2.0
"one for all barbershop & shave parlor houston",0,1,0.00,10.0
"oneal barber shop",0,1,0.00,5.0
"onyx donna tx",0,1,0.00,1.0
"onyx salon",0,1,0.00,1.0
"palm mitchell",0,1,0.00,12.0
"papito blessed hands",0,1,0.00,6.0
"paul mitchell austin",0,1,0.00,19.0
"paul mitchell carrollton",0,1,0.00,20.0
"paul mitchell night school hours",0,1,0.00,12.0
"paul mitchell salon san antonio",0,1,0.00,28.0
"paul mitchell school houston",0,1,0.00,8.0
"paul mitchell the school",0,1,0.00,18.0
"paul mitchell the school houston",0,1,0.00,8.0
"paul mitchell webster tx",0,1,0.00,11.0
"paul.mitchell school",0,1,0.00,8.0
"pearland beauty school",0,1,0.00,15.0
"pearland's innovative school of beauty of silverlake reviews",0,1,0.00,8.0
"perm for kids near me",0,1,0.00,2.0
"pipo academy of hair design",0,1,0.00,11.0
"plano beauty school",0,1,0.00,26.0
"pochis barber shop",0,1,0.00,4.0
"practitioner and establishment license have a term of:",0,1,0.00,11.0
"precious beauty",0,1,0.00,16.0
"premier barber academy",0,1,0.00,13.0
"premier barber college",0,1,0.00,10.0
"prestige barber college",0,1,0.00,7.0
"prestige barber college midland tx",0,1,0.00,6.0
"prestigious cutz",0,1,0.00,12.0
"prime time technical institute",0,1,0.00,6.0
"private institute",0,1,0.00,28.0
"process institute of cosmetology",0,1,0.00,27.0
"professional barber academy",0,1,0.00,12.0
"professional cosmetology",0,1,0.00,8.0
"professional hair salon barber shop حلاق عربي هيوستن تكساس",0,1,0.00,12.0
"professional hair salon westheimer",0,1,0.00,1.0
"progress beauty",0,1,0.00,8.0
"proskin academy",0,1,0.00,49.0
"psi exams texas",0,1,0.00,34.0
"psi tdlr login",0,1,0.00,11.0
"psi texas cosmetology practical exam",0,1,0.00,19.0
"psja ballew",0,1,0.00,8.0
"r&e cosmetology school",0,1,0.00,9.0
"radiant academy school",0,1,0.00,12.0
"randalls barber shop houston",0,1,0.00,10.0
"randle's barbershop",0,1,0.00,10.0
"ranger college cosmetology stephenville tx",0,1,0.00,12.0
"rcc cosmetology school",0,1,0.00,67.0
"regency cosmetology school",0,1,0.00,17.0
"renew esthetician license texas",0,1,0.00,48.0
"renew manicurist license texas",0,1,0.00,44.0
"richersons master barber academy",0,1,0.00,10.0
"riverside beauty school",0,1,0.00,9.0
"rmbarber",0,1,0.00,2.0
"ro's barbershop",0,1,0.00,11.0
"romero beauty academy llc",0,1,0.00,7.0
"round rock beauty school",0,1,0.00,14.0
"royal lash academy",0,1,0.00,1.0
"rush hour fades",0,1,0.00,13.0
"sadie cook academy of beauty and business",0,1,0.00,9.0
"salon academy georgetown",0,1,0.00,10.0
"salon and spa southern careers",0,1,0.00,8.0
"salon boutique academy addison tx",0,1,0.00,8.0
"salon boutique addison",0,1,0.00,18.0
"salon establishment license",0,1,0.00,42.0
"salon licence",0,1,0.00,71.0
"salon professional academy lewisville",0,1,0.00,9.0
"salon service group dallas",0,1,0.00,49.0
"salon spa institute",0,1,0.00,17.0
"san antonio hair school",0,1,0.00,24.0
"san jacinto college north reviews",0,1,0.00,6.0
"sarath's barbershop",0,1,0.00,8.0
"sarath's barbershop houston reviews",0,1,0.00,11.0
"school nails",0,1,0.00,2.0
"schoolstyle",0,1,0.00,3.0
"services offered by ogle school - beauty and cosmetology (houston/stafford)",0,1,0.00,11.0
"services offered by ogle school san antonio",0,1,0.00,32.0
"services offered by the hair mayor beauty college",0,1,0.00,9.0
"services offered by the institute of beauty and wellness",0,1,0.00,98.0
"sharkey's sugar land",0,1,0.00,9.0
"sharkeys cuts for kids sugar land sugar land tx",0,1,0.00,12.0
"sinan barber",0,1,0.00,8.0
"skin & makeup institute",0,1,0.00,45.0
"skyline cosmetology",0,1,0.00,10.0
"sloan beauty",0,1,0.00,1.0
"sloan servicing",0,1,0.00,5.0
"sly huncho barber shop",0,1,0.00,1.0
"smokin mirrors barbershop",0,1,0.00,10.0
"smoking mirrors barbershop",0,1,0.00,10.0
"smokin’ mirrors barbershop",0,1,0.00,11.0
"south post oak barber college",0,1,0.00,9.0
"south texas barber college",0,1,0.00,12.0
"south texas vo tech san antonio",0,1,0.00,12.0
"southern careers institute salon",0,1,0.00,8.0
"southside barbershop",0,1,0.00,8.0
"spa tech sesd",0,1,0.00,99.0
"steele shears",0,1,0.00,11.0
"strand institute",0,1,0.00,7.0
"street cut",0,1,0.00,6.0
"student hours tdlr",0,1,0.00,24.0
"studio 21",0,1,0.00,8.0
"super exclusive barber shop",0,1,0.00,11.0
"super exclusive barber shop 2",0,1,0.00,8.0
"supreme cuts",0,1,0.00,7.0
"svega tkd",0,1,0.00,8.0
"tdlr barber license",0,1,0.00,29.0
"tdlr book",0,1,0.00,17.0
"tdlr business license",0,1,0.00,5.0
"tdlr cosmetology practical exam kit",0,1,0.00,19.0
"tdlr cosmetology test",0,1,0.00,21.0
"tdlr dbproduction2 cosmetology establishment csv",0,1,0.00,7.0
"tdlr hours student",0,1,0.00,19.0
"tdlr psi",0,1,0.00,38.0
"tdlr written exam",0,1,0.00,20.0
"temple hair school",0,1,0.00,12.0
"texarkana cosmetology",0,1,0.00,11.0
"texas aesthetician license",0,1,0.00,58.0
"texas barber and beauty academy",0,1,0.00,100.0
"texas barber and cosmetology license",0,1,0.00,29.0
"texas barber continuing education",0,1,0.00,47.0
"texas barber practical exam kit",0,1,0.00,7.0
"texas barber vs cosmetology rules",0,1,0.00,44.0
"texas barbering and cosmetology",0,1,0.00,8.0
"texas barbering and cosmetology license",0,1,0.00,28.0
"texas board of barbering and cosmetology",0,1,0.00,7.0
"texas college of cosmetology san angelo",0,1,0.00,9.0
"texas cosmetology board",0,1,0.00,33.0
"texas cosmetology commission",0,1,0.00,44.0
"texas cosmetology license renewal fee",0,1,0.00,43.0
"texas cosmetology renewal",0,1,0.00,45.0
"texas cosmetology requirements",0,1,0.00,39.0
"texas cosmetology salon license",0,1,0.00,23.0
"texas cosmetology san angelo",0,1,0.00,15.0
"texas cosmetology school",0,1,0.00,50.0
"texas esthetician continuing education",0,1,0.00,65.0
"texas esthetician license required hours 750",0,1,0.00,58.0
"texas esthetician license requirements",0,1,0.00,56.0
"texas mini salon license",0,1,0.00,29.0
"texas school of cosmetology san angelo",0,1,0.00,9.0
"the advanced academy reviews",0,1,0.00,19.0
"the aveda institute",0,1,0.00,36.0
"the boss haircut",0,1,0.00,10.0
"the boss haircut reviews",0,1,0.00,10.0
"the cavern barbershop",0,1,0.00,11.0
"the facial and wellness society",0,1,0.00,11.0
"the glam room llc",0,1,0.00,6.0
"the hair mayor",0,1,0.00,11.0
"the institute of beauty konnections",0,1,0.00,73.0
"the ivy institute of esthetics",0,1,0.00,75.0
"the lbl beauty academy reviews",0,1,0.00,11.0
"the men barber school round rock",0,1,0.00,4.0
"the mobile barber",0,1,0.00,1.0
"the salon professional academy lewisville loan",0,1,0.00,20.0
"the salon professional academy lewisville loans",0,1,0.00,24.0
"the skincare academy",0,1,0.00,68.0
"the texas lash institute",0,1,0.00,6.0
"tint hair school",0,1,0.00,11.0
"tint school of makeup & cosmetology photos",0,1,0.00,10.0
"toni & guy plano",0,1,0.00,16.0
"toni and guy academy plano",0,1,0.00,28.0
"tonsore master academy",0,1,0.00,12.0
"tonsorial arts",0,1,0.00,8.0
"top of the line barber",0,1,0.00,8.0
"trend barber college houston",0,1,0.00,37.0
"trendsetters international",0,1,0.00,21.0
"tres hermanas beauty salon",0,1,0.00,4.0
"tri state cosmetology institute reviews",0,1,0.00,12.0
"tri-state cosmetology institute",0,1,0.00,18.0
"trim setters",0,1,0.00,1.0
"tristate cosmetology school",0,1,0.00,9.0
"trooth",0,1,0.00,12.0
"tru luxe hair",0,1,0.00,8.0
"trucco beauty",0,1,0.00,10.0
"trucco beauty institute reviews",0,1,0.00,6.0
"true blade barber",0,1,0.00,8.0
"true lux barber co.",0,1,0.00,13.0
"truelux",0,1,0.00,1.0
"tx operator practical english",0,1,0.00,11.0
"ty the barber",0,1,0.00,1.0
"ucas harlingen tx",0,1,0.00,15.0
"ucas la joya",0,1,0.00,20.0
"ucas mcallen",0,1,0.00,23.0
"unas",0,1,0.00,7.0
"united beauty college reviews",0,1,0.00,12.0
"urban barber college modesto",0,1,0.00,8.0
"uri seguin",0,1,0.00,24.0
"v tran beauty academy",0,1,0.00,48.0
"v's barbershop energy corridor",0,1,0.00,8.0
"victoria academy",0,1,0.00,7.0
"victoria center",0,1,0.00,1.0
"victoria cosmetology academy",0,1,0.00,11.0
"victoria's academy of cosmetology",0,1,0.00,8.0
"vip barber school",0,1,0.00,13.0
"vip kings barbershop",0,1,0.00,41.0
"vogue college lubbock",0,1,0.00,12.0
"vogue college of fashion",0,1,0.00,2.0
"vogue college san antonio",0,1,0.00,8.0
"vogue mcallen tx",0,1,0.00,14.0
"vogue school of cosmetology",0,1,0.00,12.0
"waco beauty school",0,1,0.00,13.0
"wade gordon amarillo",0,1,0.00,9.0
"wade gordon amarillo tx",0,1,0.00,14.0
"wade gordon hair academy",0,1,0.00,16.0
"weatherford college cosmetology",0,1,0.00,11.0
"what about a barber",0,1,0.00,3.0
"what is the renewal fee for a specialty salon?",0,1,0.00,74.0
"where in an establishment must the tdlr laws & rules book be kept?",0,1,0.00,12.0
"where is aveda institute",0,1,0.00,49.0
"william edge new braunfels tx",0,1,0.00,20.0
"wink studios lash academy",0,1,0.00,5.0
"wow barbershop",0,1,0.00,10.0
"wow lash and brow academy",0,1,0.00,7.0
"xclusiv makeup beauty academy",0,1,0.00,3.0
"yes and pricing",0,1,0.00,3.0
"zms the academy reviews",0,1,0.00,9.0
"zrj",0,1,0.00,77.0
"유미뷰티스쿨",0,1,0.00,11.0
